MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2006 to Jun 2026


SORA Value Date,,,SORA Publication Date,SORA
,,28,29 Sep 2017,0.5562
,,29,02 Oct 2017,0.5979
,Oct,02,03 Oct 2017,0.5872
,,03,04 Oct 2017,0.5746
,,04,05 Oct 2017,0.3605
,,05,06 Oct 2017,0.4652
,,06,09 Oct 2017,0.6093
,,09,10 Oct 2017,0.6312
,,10,11 Oct 2017,0.5824
,,11,12 Oct 2017,0.6725
,,12,13 Oct 2017,0.6971
,,13,16 Oct 2017,0.6888
,,16,17 Oct 2017,0.6978
,,17,19 Oct 2017,0.6918
,,19,20 Oct 2017,1.0110
,,20,23 Oct 2017,1.3715
,,23,24 Oct 2017,1.4066
,,24,25 Oct 2017,1.2133
,,25,26 Oct 2017,1.3334
,,26,27 Oct 2017,1.1275
,,27,30 Oct 2017,1.1225
,,30,31 Oct 2017,1.1744
,,31,01 Nov 2017,1.0968
,Nov,01,02 Nov 2017,1.0400
,,02,03 Nov 2017,0.7605
,,03,06 Nov 2017,0.8203
,,06,07 Nov 2017,0.7117
,,07,08 Nov 2017,0.7264
,,08,09 Nov 2017,0.8014
,,09,10 Nov 2017,0.8199
,,10,13 Nov 2017,1.0026
,,13,14 Nov 2017,0.6976
,,14,15 Nov 2017,0.6693
,,15,16 Nov 2017,0.5585
,,16,17 Nov 2017,0.5430
,,17,20 Nov 2017,0.5547
,,20,21 Nov 2017,0.4900
,,21,22 Nov 2017,0.2509
,,22,23 Nov 2017,0.1709
,,23,24 Nov 2017,0.3673
,,24,27 Nov 2017,0.5353
,,27,28 Nov 2017,0.6674
,,28,29 Nov 2017,0.7853
,,29,30 Nov 2017,1.1968
,,30,01 Dec 2017,1.2592
,Dec,01,04 Dec 2017,1.2101
,,04,05 Dec 2017,0.9920
,,05,06 Dec 2017,0.8293
,,06,07 Dec 2017,0.7437
,,07,08 Dec 2017,0.7247
,,08,11 Dec 2017,0.7820
,,11,12 Dec 2017,0.8323
,,12,13 Dec 2017,0.9218
,,13,14 Dec 2017,0.8442
,,14,15 Dec 2017,0.7550
,,15,18 Dec 2017,0.7399
,,18,19 Dec 2017,0.8309
,,19,20 Dec 2017,0.9375
,,20,21 Dec 2017,0.9310
,,21,22 Dec 2017,1.0005
,,22,26 Dec 2017,1.2709
,,26,27 Dec 2017,1.1960
,,27,28 Dec 2017,0.9589
,,28,29 Dec 2017,0.7590
,,29,02 Jan 2018,0.8605


SORA Value Date,,,SORA Publication Date,SORA
2018,Jan,02,03 Jan 2018,0.7915
,,03,04 Jan 2018,1.0355
,,04,05 Jan 2018,0.6058
,,05,08 Jan 2018,0.3425
,,08,09 Jan 2018,0.0458
,,09,10 Jan 2018,0.0560
,,10,11 Jan 2018,0.1294
,,11,12 Jan 2018,0.0660
,,12,15 Jan 2018,0.4538
,,15,16 Jan 2018,0.1639
,,16,17 Jan 2018,0.0973
,,17,18 Jan 2018,0.1380
,,18,19 Jan 2018,0.0868
,,19,22 Jan 2018,0.6715
,,22,23 Jan 2018,0.6374
,,23,24 Jan 2018,0.1786
,,24,25 Jan 2018,0.1183
,,25,26 Jan 2018,0.0602
,,26,29 Jan 2018,0.1977
,,29,30 Jan 2018,0.2863
,,30,31 Jan 2018,0.6653
,,31,01 Feb 2018,0.8294
,Feb,01,02 Feb 2018,0.7742
,,02,05 Feb 2018,0.9899
,,05,06 Feb 2018,0.5491
,,06,07 Feb 2018,0.6143
,,07,08 Feb 2018,0.6509
,,08,09 Feb 2018,0.8123
,,09,12 Feb 2018,1.3314
,,12,13 Feb 2018,1.3910
,,13,14 Feb 2018,1.1126
,,14,15 Feb 2018,0.6005
,,15,19 Feb 2018,0.5852
,,19,20 Feb 2018,0.7581
,,20,21 Feb 2018,0.9160
,,21,22 Feb 2018,1.1141
,,22,23 Feb 2018,1.2325
,,23,26 Feb 2018,1.5934
,,26,27 Feb 2018,1.6497
,,27,28 Feb 2018,1.5178
,,28,01 Mar 2018,0.5943
,Mar,01,02 Mar 2018,0.3726
,,02,05 Mar 2018,0.5802
,,05,06 Mar 2018,0.8453
,,06,07 Mar 2018,0.7439
,,07,08 Mar 2018,0.9541
,,08,09 Mar 2018,0.8161
,,09,12 Mar 2018,0.8321
,,12,13 Mar 2018,0.7758
,,13,14 Mar 2018,0.5956
,,14,15 Mar 2018,0.5853
,,15,16 Mar 2018,0.5777
,,16,19 Mar 2018,0.2856
,,19,20 Mar 2018,0.5764
,,20,21 Mar 2018,0.6710
,,21,22 Mar 2018,0.9127
,,22,23 Mar 2018,0.7604
,,23,26 Mar 2018,0.7599
,,26,27 Mar 2018,0.6705
,,27,28 Mar 2018,0.7152
,,28,29 Mar 2018,0.5858
,,29,02 Apr 2018,0.7834
,Apr,02,03 Apr 2018,0.6773
,,03,04 Apr 2018,0.5953
,,04,05 Apr 2018,0.4255
,,05,06 Apr 2018,0.1524
,,06,09 Apr 2018,0.1727
,,09,10 Apr 2018,0.1867
,,10,11 Apr 2018,0.2671
,,11,12 Apr 2018,0.2775
,,12,13 Apr 2018,0.2905
,,13,16 Apr 2018,0.3699
,,16,17 Apr 2018,0.3521
,,17,18 Apr 2018,0.3924
,,18,19 Apr 2018,0.4361
,,19,20 Apr 2018,1.0692
,,20,23 Apr 2018,1.3329
,,23,24 Apr 2018,1.1291
,,24,25 Apr 2018,0.8744
,,25,26 Apr 2018,0.8638
,,26,27 Apr 2018,0.9956
,,27,30 Apr 2018,1.7560
,,30,02 May 2018,1.4725
,May,02,03 May 2018,1.1115
,,03,04 May 2018,1.0984
,,04,07 May 2018,1.1747
,,07,08 May 2018,1.3977
,,08,09 May 2018,1.5624
,,09,10 May 2018,1.5366
,,10,11 May 2018,0.9983
,,11,14 May 2018,0.8759
,,14,15 May 2018,0.9905
,,15,16 May 2018,0.7019
,,16,17 May 2018,0.6264
,,17,18 May 2018,0.4188
,,18,21 May 2018,0.4564
,,21,22 May 2018,0.6761
,,22,23 May 2018,0.6852
,,23,24 May 2018,1.2815
,,24,25 May 2018,1.0365
,,25,28 May 2018,1.4118
,,28,30 May 2018,1.5135
,,30,31 May 2018,1.5544
,,31,01 Jun 2018,1.1205
,Jun,01,04 Jun 2018,0.9958
,,04,05 Jun 2018,1.4310
,,05,06 Jun 2018,1.5185
,,06,07 Jun 2018,1.4606
,,07,08 Jun 2018,1.0974
,,08,11 Jun 2018,1.1256
,,11,12 Jun 2018,1.0994
,,12,13 Jun 2018,0.7890
,,13,14 Jun 2018,0.5849
,,14,18 Jun 2018,0.7504
,,18,19 Jun 2018,0.5232
,,19,20 Jun 2018,0.4036
,,20,21 Jun 2018,0.4929
,,21,22 Jun 2018,0.5651
,,22,25 Jun 2018,0.4658
,,25,26 Jun 2018,0.6866
,,26,27 Jun 2018,0.9323
,,27,28 Jun 2018,0.8223
,,28,29 Jun 2018,0.8296
,,29,02 Jul 2018,1.3426
,Jul,02,03 Jul 2018,0.9918
,,03,04 Jul 2018,0.9160
,,04,05 Jul 2018,0.8344
,,05,06 Jul 2018,0.8786
,,06,09 Jul 2018,1.4412
,,09,10 Jul 2018,1.4302
,,10,11 Jul 2018,1.4064
,,11,12 Jul 2018,1.3745
,,12,13 Jul 2018,1.2384
,,13,16 Jul 2018,1.1951
,,16,17 Jul 2018,1.1635
,,17,18 Jul 2018,0.7706
,,18,19 Jul 2018,0.8579
,,19,20 Jul 2018,0.9735
,,20,23 Jul 2018,1.0492
,,23,24 Jul 2018,1.4072
,,24,25 Jul 2018,1.4046
,,25,26 Jul 2018,0.9908
,,26,27 Jul 2018,1.1911
,,27,30 Jul 2018,1.4968
,,30,31 Jul 2018,1.5623
,,31,01 Aug 2018,1.7311
,Aug,01,02 Aug 2018,1.8083
,,02,03 Aug 2018,1.6714
,,03,06 Aug 2018,1.8187
,,06,07 Aug 2018,1.8285
,,07,08 Aug 2018,1.4463
,,08,10 Aug 2018,1.3192
,,10,13 Aug 2018,1.4192
,,13,14 Aug 2018,1.7705
,,14,15 Aug 2018,1.4315
,,15,16 Aug 2018,1.6876
,,16,17 Aug 2018,1.0175
,,17,20 Aug 2018,0.8028
,,20,21 Aug 2018,0.7479
,,21,23 Aug 2018,1.2240
,,23,24 Aug 2018,1.1864
,,24,27 Aug 2018,1.5460
,,27,28 Aug 2018,1.5029
,,28,29 Aug 2018,1.3932
,,29,30 Aug 2018,1.3580
,,30,31 Aug 2018,1.1073
,,31,03 Sep 2018,1.0628
,Sep,03,04 Sep 2018,0.9531
,,04,05 Sep 2018,1.0603
,,05,06 Sep 2018,0.6039
,,06,07 Sep 2018,0.6800
,,07,10 Sep 2018,0.7885
,,10,11 Sep 2018,0.6444
,,11,12 Sep 2018,0.6249
,,12,13 Sep 2018,0.8635
,,13,14 Sep 2018,0.8372
,,14,17 Sep 2018,1.0121
,,17,18 Sep 2018,1.2431
,,18,19 Sep 2018,1.2587
,,19,20 Sep 2018,1.3053
,,20,21 Sep 2018,1.3883
,,21,24 Sep 2018,1.4172
,,24,25 Sep 2018,1.1161
,,25,26 Sep 2018,1.2211
,,26,27 Sep 2018,1.0801
,,27,28 Sep 2018,1.0110
,,28,01 Oct 2018,1.1084
,Oct,01,02 Oct 2018,1.1854
,,02,03 Oct 2018,1.0854
,,03,04 Oct 2018,1.1103
,,04,05 Oct 2018,1.2730
,,05,08 Oct 2018,1.2754
,,08,09 Oct 2018,1.0762
,,09,10 Oct 2018,1.1576
,,10,11 Oct 2018,1.0035
,,11,12 Oct 2018,1.1007
,,12,15 Oct 2018,1.1695
,,15,16 Oct 2018,1.1025
,,16,17 Oct 2018,0.9410
,,17,18 Oct 2018,1.0147
,,18,19 Oct 2018,1.1154
,,19,22 Oct 2018,1.3026
,,22,23 Oct 2018,1.2159
,,23,24 Oct 2018,1.2068
,,24,25 Oct 2018,1.3389
,,25,26 Oct 2018,1.3532
,,26,29 Oct 2018,1.2862
,,29,30 Oct 2018,1.3056
,,30,31 Oct 2018,1.3336
,,31,01 Nov 2018,1.4498
,Nov,01,02 Nov 2018,1.5274
,,02,05 Nov 2018,1.5642
,,05,07 Nov 2018,1.3473
,,07,08 Nov 2018,1.2537
,,08,09 Nov 2018,1.2862
,,09,12 Nov 2018,1.2630
,,12,13 Nov 2018,1.2342
,,13,14 Nov 2018,1.2595
,,14,15 Nov 2018,1.1703
,,15,16 Nov 2018,1.4816
,,16,19 Nov 2018,1.8768
,,19,20 Nov 2018,1.9294
,,20,21 Nov 2018,1.5162
,,21,22 Nov 2018,1.7144
,,22,23 Nov 2018,1.5247
,,23,26 Nov 2018,1.5637
,,26,27 Nov 2018,1.4620
,,27,28 Nov 2018,1.3705
,,28,29 Nov 2018,1.3427
,,29,30 Nov 2018,1.8059
,,30,03 Dec 2018,1.9655
,Dec,03,04 Dec 2018,1.8987
,,04,05 Dec 2018,1.6113
,,05,06 Dec 2018,1.2463
,,06,07 Dec 2018,0.4604
,,07,10 Dec 2018,1.1288
,,10,11 Dec 2018,1.1137
,,11,12 Dec 2018,1.3151
,,12,13 Dec 2018,1.6167
,,13,14 Dec 2018,1.5868
,,14,17 Dec 2018,1.5526
,,17,18 Dec 2018,1.4564
,,18,19 Dec 2018,1.5719
,,19,20 Dec 2018,1.9044
,,20,21 Dec 2018,2.0203
,,21,24 Dec 2018,2.0633
,,24,26 Dec 2018,1.9447
,,26,27 Dec 2018,2.1772
,,27,28 Dec 2018,1.7089
,,28,31 Dec 2018,1.8460
,,31,02 Jan 2019,1.7645


SORA Value Date,,,SORA Publication Date,SORA
2019,Jan,02,03 Jan 2019,1.2781
,,03,04 Jan 2019,0.9545
,,04,07 Jan 2019,1.2640
,,07,08 Jan 2019,1.1470
,,08,09 Jan 2019,1.1236
,,09,10 Jan 2019,1.1964
,,10,11 Jan 2019,1.0776
,,11,14 Jan 2019,1.1299
,,14,15 Jan 2019,1.1263
,,15,16 Jan 2019,1.0919
,,16,17 Jan 2019,1.3666
,,17,18 Jan 2019,1.5422
,,18,21 Jan 2019,1.6371
,,21,22 Jan 2019,1.4506
,,22,23 Jan 2019,1.7363
,,23,24 Jan 2019,1.8543
,,24,25 Jan 2019,1.9116
,,25,28 Jan 2019,1.7582
,,28,29 Jan 2019,1.8305
,,29,30 Jan 2019,1.8900
,,30,31 Jan 2019,1.9188
,,31,01 Feb 2019,1.8978
,Feb,01,04 Feb 2019,1.6472
,,04,07 Feb 2019,1.7538
,,07,08 Feb 2019,1.6384
,,08,11 Feb 2019,1.8156
,,11,12 Feb 2019,1.7735
,,12,13 Feb 2019,1.7882
,,13,14 Feb 2019,1.7162
,,14,15 Feb 2019,1.6528
,,15,18 Feb 2019,1.5548
,,18,19 Feb 2019,1.5580
,,19,20 Feb 2019,1.7053
,,20,21 Feb 2019,1.5467
,,21,22 Feb 2019,1.5324
,,22,25 Feb 2019,1.7070
,,25,26 Feb 2019,1.6459
,,26,27 Feb 2019,1.5746
,,27,28 Feb 2019,1.4256
,,28,01 Mar 2019,1.6556
,Mar,01,04 Mar 2019,1.8033
,,04,05 Mar 2019,1.4282
,,05,06 Mar 2019,1.3116
,,06,07 Mar 2019,1.2044
,,07,08 Mar 2019,1.2488
,,08,11 Mar 2019,1.0990
,,11,12 Mar 2019,1.1414
,,12,13 Mar 2019,1.0192
,,13,14 Mar 2019,1.0662
,,14,15 Mar 2019,1.0579
,,15,18 Mar 2019,1.2407
,,18,19 Mar 2019,1.2236
,,19,20 Mar 2019,1.4223
,,20,21 Mar 2019,1.5833
,,21,22 Mar 2019,1.6409
,,22,25 Mar 2019,1.6422
,,25,26 Mar 2019,1.5807
,,26,27 Mar 2019,1.6774
,,27,28 Mar 2019,1.8564
,,28,29 Mar 2019,1.8534
,,29,01 Apr 2019,2.2358
,Apr,01,02 Apr 2019,1.5456
,,02,03 Apr 2019,1.5339
,,03,04 Apr 2019,1.4935
,,04,05 Apr 2019,1.4388
,,05,08 Apr 2019,1.7328
,,08,09 Apr 2019,1.7870
,,09,10 Apr 2019,1.7875
,,10,11 Apr 2019,1.7077
,,11,12 Apr 2019,1.6421
,,12,15 Apr 2019,1.6636
,,15,16 Apr 2019,1.6009
,,16,17 Apr 2019,1.6481
,,17,18 Apr 2019,1.6017
,,18,22 Apr 2019,1.7528
,,22,23 Apr 2019,1.7772
,,23,24 Apr 2019,1.7087
,,24,25 Apr 2019,1.6940
,,25,26 Apr 2019,1.7660
,,26,29 Apr 2019,1.6678
,,29,30 Apr 2019,1.8593
,,30,02 May 2019,2.0791
,May,02,03 May 2019,1.9441
,,03,06 May 2019,1.9643
,,06,07 May 2019,1.9961
,,07,08 May 2019,2.1542
,,08,09 May 2019,1.9900
,,09,10 May 2019,1.7012
,,10,13 May 2019,1.7954
,,13,14 May 2019,1.6964
,,14,15 May 2019,1.8553
,,15,16 May 2019,1.7315
,,16,17 May 2019,1.8167
,,17,21 May 2019,2.0390
,,21,22 May 2019,1.6950
,,22,23 May 2019,1.7432
,,23,24 May 2019,1.4486
,,24,27 May 2019,1.7018
,,27,28 May 2019,1.6730
,,28,29 May 2019,1.8282
,,29,30 May 2019,1.9140
,,30,31 May 2019,1.5849
,,31,03 Jun 2019,1.8757
,Jun,03,04 Jun 2019,1.7860
,,04,06 Jun 2019,1.6102
,,06,07 Jun 2019,1.3635
,,07,10 Jun 2019,1.9579
,,10,11 Jun 2019,1.9555
,,11,12 Jun 2019,2.1023
,,12,13 Jun 2019,1.8346
,,13,14 Jun 2019,1.1671
,,14,17 Jun 2019,1.2907
,,17,18 Jun 2019,1.2541
,,18,19 Jun 2019,1.3965
,,19,20 Jun 2019,1.2413
,,20,21 Jun 2019,1.2634
,,21,24 Jun 2019,1.5855
,,24,25 Jun 2019,1.5577
,,25,26 Jun 2019,1.4176
,,26,27 Jun 2019,1.3439
,,27,28 Jun 2019,1.4207
,,28,01 Jul 2019,1.6730
,Jul,01,02 Jul 2019,1.5492
,,02,03 Jul 2019,1.5807
,,03,04 Jul 2019,1.5546
,,04,05 Jul 2019,1.3368
,,05,08 Jul 2019,1.5244
,,08,09 Jul 2019,1.4361
,,09,10 Jul 2019,1.4389
,,10,11 Jul 2019,1.4191
,,11,12 Jul 2019,1.2798
,,12,15 Jul 2019,1.3533
,,15,16 Jul 2019,1.3730
,,16,17 Jul 2019,1.3579
,,17,18 Jul 2019,1.4758
,,18,19 Jul 2019,1.5818
,,19,22 Jul 2019,1.7574
,,22,23 Jul 2019,1.7604
,,23,24 Jul 2019,1.6938
,,24,25 Jul 2019,1.6323
,,25,26 Jul 2019,1.5729
,,26,29 Jul 2019,1.6436
,,29,30 Jul 2019,1.7231
,,30,31 Jul 2019,1.9407
,,31,01 Aug 2019,1.9413
,Aug,01,02 Aug 2019,1.6926
,,02,05 Aug 2019,1.7049
,,05,06 Aug 2019,1.7662
,,06,07 Aug 2019,1.8936
,,07,08 Aug 2019,1.6249
,,08,13 Aug 2019,1.8084
,,13,14 Aug 2019,1.6639
,,14,15 Aug 2019,1.6949
,,15,16 Aug 2019,1.5082
,,16,19 Aug 2019,1.6281
,,19,20 Aug 2019,1.4024
,,20,21 Aug 2019,1.2771
,,21,22 Aug 2019,1.3259
,,22,23 Aug 2019,1.2491
,,23,26 Aug 2019,1.2860
,,26,27 Aug 2019,1.3413
,,27,28 Aug 2019,1.4376
,,28,29 Aug 2019,1.6368
,,29,30 Aug 2019,1.9107
,,30,02 Sep 2019,1.7441
,Sep,02,03 Sep 2019,1.4403
,,03,04 Sep 2019,1.5036
,,04,05 Sep 2019,1.5110
,,05,06 Sep 2019,1.5743
,,06,09 Sep 2019,1.6121
,,09,10 Sep 2019,1.7302
,,10,11 Sep 2019,1.6328
,,11,12 Sep 2019,1.6192
,,12,13 Sep 2019,1.4631
,,13,16 Sep 2019,1.4859
,,16,17 Sep 2019,1.5503
,,17,18 Sep 2019,1.4199
,,18,19 Sep 2019,1.1938
,,19,20 Sep 2019,0.7490
,,20,23 Sep 2019,0.6849
,,23,24 Sep 2019,0.7375
,,24,25 Sep 2019,1.2017
,,25,26 Sep 2019,1.5154
,,26,27 Sep 2019,1.5821
,,27,30 Sep 2019,1.5874
,,30,01 Oct 2019,1.7204
,Oct,01,02 Oct 2019,1.4092
,,02,03 Oct 2019,1.4611
,,03,04 Oct 2019,1.3062
,,04,07 Oct 2019,1.1102
,,07,08 Oct 2019,1.1170
,,08,09 Oct 2019,0.9774
,,09,10 Oct 2019,1.0600
,,10,11 Oct 2019,1.1568
,,11,14 Oct 2019,1.2871
,,14,15 Oct 2019,1.0672
,,15,16 Oct 2019,1.0975
,,16,17 Oct 2019,1.2266
,,17,18 Oct 2019,1.2593
,,18,21 Oct 2019,1.2586
,,21,22 Oct 2019,1.3364
,,22,23 Oct 2019,1.4067
,,23,24 Oct 2019,1.5925
,,24,25 Oct 2019,1.4978
,,25,29 Oct 2019,1.7417
,,29,30 Oct 2019,1.7300
,,30,31 Oct 2019,1.6836
,,31,01 Nov 2019,1.6432
,Nov,01,04 Nov 2019,1.3380
,,04,05 Nov 2019,1.0749
,,05,06 Nov 2019,0.8751
,,06,07 Nov 2019,0.7925
,,07,08 Nov 2019,0.5491
,,08,11 Nov 2019,0.7595
,,11,12 Nov 2019,0.6814
,,12,13 Nov 2019,0.9573
,,13,14 Nov 2019,0.9095
,,14,15 Nov 2019,0.9153
,,15,18 Nov 2019,1.1029
,,18,19 Nov 2019,1.0440
,,19,20 Nov 2019,1.0882
,,20,21 Nov 2019,1.3661
,,21,22 Nov 2019,1.5404
,,22,25 Nov 2019,1.5447
,,25,26 Nov 2019,1.5496
,,26,27 Nov 2019,1.5313
,,27,28 Nov 2019,1.4054
,,28,29 Nov 2019,1.4213
,,29,02 Dec 2019,1.6264
,Dec,02,03 Dec 2019,1.5192
,,03,04 Dec 2019,1.2475
,,04,05 Dec 2019,1.1507
,,05,06 Dec 2019,1.2829
,,06,09 Dec 2019,1.3218
,,09,10 Dec 2019,1.3690
,,10,11 Dec 2019,1.3442
,,11,12 Dec 2019,1.2755
,,12,13 Dec 2019,1.0079
,,13,16 Dec 2019,1.1518
,,16,17 Dec 2019,0.6668
,,17,18 Dec 2019,0.4863
,,18,19 Dec 2019,0.2698
,,19,20 Dec 2019,0.9469
,,20,23 Dec 2019,1.4292
,,23,24 Dec 2019,1.9062
,,24,26 Dec 2019,1.9185
,,26,27 Dec 2019,1.3502
,,27,30 Dec 2019,1.1994
,,30,31 Dec 2019,1.0252
,,31,02 Jan 2020,1.3562


SORA Value Date,,,SORA Publication Date,SORA
2020,Jan,02,03 Jan 2020,1.6813
,,03,06 Jan 2020,1.2271
,,06,07 Jan 2020,0.9619
,,07,08 Jan 2020,1.0309
,,08,09 Jan 2020,1.0006
,,09,10 Jan 2020,1.0299
,,10,13 Jan 2020,1.1810
,,13,14 Jan 2020,1.0595
,,14,15 Jan 2020,0.8209
,,15,16 Jan 2020,0.8514
,,16,17 Jan 2020,0.9215
,,17,20 Jan 2020,1.1806
,,20,21 Jan 2020,0.7793
,,21,22 Jan 2020,1.0474
,,22,23 Jan 2020,1.0442
,,23,24 Jan 2020,1.0101
,,24,28 Jan 2020,1.2578
,,28,29 Jan 2020,1.1813
,,29,30 Jan 2020,1.0807
,,30,31 Jan 2020,1.3564
,,31,03 Feb 2020,1.6492
,Feb,03,04 Feb 2020,1.4710
,,04,05 Feb 2020,1.1359
,,05,06 Feb 2020,1.1134
,,06,07 Feb 2020,0.9655
,,07,10 Feb 2020,0.7943
,,10,11 Feb 2020,0.9541
,,11,12 Feb 2020,0.8330
,,12,13 Feb 2020,0.7835
,,13,14 Feb 2020,0.9036
,,14,17 Feb 2020,1.0650
,,17,18 Feb 2020,0.9734
,,18,19 Feb 2020,1.1336
,,19,20 Feb 2020,1.0811
,,20,21 Feb 2020,0.6284
,,21,24 Feb 2020,0.7445
,,24,25 Feb 2020,0.9250
,,25,26 Feb 2020,0.9665
,,26,27 Feb 2020,0.9239
,,27,28 Feb 2020,0.9498
,,28,02 Mar 2020,1.2581
,Mar,02,03 Mar 2020,0.8472
,,03,04 Mar 2020,0.6216
,,04,05 Mar 2020,0.5175
,,05,06 Mar 2020,0.5118
,,06,09 Mar 2020,0.6843
,,09,10 Mar 2020,0.7093
,,10,11 Mar 2020,0.6182
,,11,12 Mar 2020,0.3967
,,12,13 Mar 2020,0.5165
,,13,16 Mar 2020,0.5155
,,16,17 Mar 2020,0.3803
,,17,18 Mar 2020,0.5800
,,18,19 Mar 2020,0.5029
,,19,20 Mar 2020,0.4505
,,20,23 Mar 2020,0.5115
,,23,24 Mar 2020,0.3313
,,24,25 Mar 2020,0.2191
,,25,26 Mar 2020,0.2272
,,26,27 Mar 2020,0.2559
,,27,30 Mar 2020,0.1636
,,30,31 Mar 2020,0.2091
,,31,01 Apr 2020,0.2670
,Apr,01,02 Apr 2020,0.2545
,,02,03 Apr 2020,0.2404
,,03,06 Apr 2020,0.2481
,,06,07 Apr 2020,0.2391
,,07,08 Apr 2020,0.4194
,,08,09 Apr 2020,0.6002
,,09,13 Apr 2020,0.6151
,,13,14 Apr 2020,0.3271
,,14,15 Apr 2020,0.3969
,,15,16 Apr 2020,0.4392
,,16,17 Apr 2020,0.3678
,,17,20 Apr 2020,0.1952
,,20,21 Apr 2020,0.1123
,,21,22 Apr 2020,0.0550
,,22,23 Apr 2020,0.0723
,,23,24 Apr 2020,0.0704
,,24,27 Apr 2020,0.0805
,,27,28 Apr 2020,0.1393
,,28,29 Apr 2020,0.1175
,,29,30 Apr 2020,0.1516
,,30,04 May 2020,0.0879
,May,04,05 May 2020,0.0849
,,05,06 May 2020,0.0708
,,06,08 May 2020,0.0387
,,08,11 May 2020,0.0388
,,11,12 May 2020,0.0458
,,12,13 May 2020,0.0500
,,13,14 May 2020,0.0269
,,14,15 May 2020,0.0207
,,15,18 May 2020,0.0235
,,18,19 May 2020,0.0152
,,19,20 May 2020,0.0135
,,20,21 May 2020,0.0150
,,21,22 May 2020,0.0518
,,22,26 May 2020,0.0429
,,26,27 May 2020,0.0883
,,27,28 May 2020,0.0838
,,28,29 May 2020,0.0897
,,29,01 Jun 2020,0.1246
,Jun,01,02 Jun 2020,0.0545
,,02,03 Jun 2020,0.0371
,,03,04 Jun 2020,0.0286
,,04,05 Jun 2020,0.0377
,,05,08 Jun 2020,0.0369
,,08,09 Jun 2020,0.0472
,,09,10 Jun 2020,0.0378
,,10,11 Jun 2020,0.0708
,,11,12 Jun 2020,0.1004
,,12,15 Jun 2020,0.1215
,,15,16 Jun 2020,0.1139
,,16,17 Jun 2020,0.1057
,,17,18 Jun 2020,0.0650
,,18,19 Jun 2020,0.0884
,,19,22 Jun 2020,0.1049
,,22,23 Jun 2020,0.1386
,,23,24 Jun 2020,0.1507
,,24,25 Jun 2020,0.0979
,,25,26 Jun 2020,0.1942
,,26,29 Jun 2020,0.1701
,,29,30 Jun 2020,0.1538
,,30,01 Jul 2020,0.1647
,Jul,01,02 Jul 2020,0.1006
,,02,03 Jul 2020,0.0668
,,03,06 Jul 2020,0.0962
,,06,07 Jul 2020,0.0461
,,07,08 Jul 2020,0.0158
,,08,09 Jul 2020,0.0178
,,09,13 Jul 2020,0.0093
,,13,14 Jul 2020,0.0165
,,14,15 Jul 2020,0.0244
,,15,16 Jul 2020,0.0178
,,16,17 Jul 2020,0.0243
,,17,20 Jul 2020,0.0205
,,20,21 Jul 2020,0.0214
,,21,22 Jul 2020,0.0290
,,22,23 Jul 2020,0.0446
,,23,24 Jul 2020,0.2409
,,24,27 Jul 2020,0.2719
,,27,28 Jul 2020,0.2654
,,28,29 Jul 2020,0.2681
,,29,30 Jul 2020,0.1112
,,30,03 Aug 2020,0.1015
,Aug,03,04 Aug 2020,0.1313
,,04,05 Aug 2020,0.0920
,,05,06 Aug 2020,0.0362
,,06,07 Aug 2020,0.0480
,,07,11 Aug 2020,0.1567
,,11,12 Aug 2020,0.0836
,,12,13 Aug 2020,0.0857
,,13,14 Aug 2020,0.0806
,,14,17 Aug 2020,0.1091
,,17,18 Aug 2020,0.1038
,,18,19 Aug 2020,0.1335
,,19,20 Aug 2020,0.1317
,,20,21 Aug 2020,0.0672
,,21,24 Aug 2020,0.0552
,,24,25 Aug 2020,0.0608
,,25,26 Aug 2020,0.0503
,,26,27 Aug 2020,0.0410
,,27,28 Aug 2020,0.0959
,,28,31 Aug 2020,0.1919
,,31,01 Sep 2020,0.2128
,Sep,01,02 Sep 2020,0.1274
,,02,03 Sep 2020,0.0850
,,03,04 Sep 2020,0.0660
,,04,07 Sep 2020,0.0760
,,07,08 Sep 2020,0.0506
,,08,09 Sep 2020,0.0401
,,09,10 Sep 2020,0.0759
,,10,11 Sep 2020,0.0836
,,11,14 Sep 2020,0.1588
,,14,15 Sep 2020,0.0814
,,15,16 Sep 2020,0.0477
,,16,17 Sep 2020,0.0581
,,17,18 Sep 2020,0.0298
,,18,21 Sep 2020,0.1386
,,21,22 Sep 2020,0.1586
,,22,23 Sep 2020,0.0551
,,23,24 Sep 2020,0.1391
,,24,25 Sep 2020,0.1323
,,25,28 Sep 2020,0.1206
,,28,29 Sep 2020,0.1522
,,29,30 Sep 2020,0.0737
,,30,01 Oct 2020,0.0786
,Oct,01,02 Oct 2020,0.0472
,,02,05 Oct 2020,0.0769
,,05,06 Oct 2020,0.1439
,,06,07 Oct 2020,0.1596
,,07,08 Oct 2020,0.2015
,,08,09 Oct 2020,0.0608
,,09,12 Oct 2020,0.2147
,,12,13 Oct 2020,0.1456
,,13,14 Oct 2020,0.0985
,,14,15 Oct 2020,0.1177
,,15,16 Oct 2020,0.1689
,,16,19 Oct 2020,0.1113
,,19,20 Oct 2020,0.0837
,,20,21 Oct 2020,0.1073
,,21,22 Oct 2020,0.0555
,,22,23 Oct 2020,0.1126
